Date;Overall AQI Value;Main Pollutant;Site Name (of Overall AQI);Site ID (of Overall AQI);Source (of Overall AQI);CO;Ozone;PM10;PM25;NO2
9/23/2022;43;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;31;34;43;28
9/24/2022;41;Ozone;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;5;41;33;38;20
9/25/2022;43;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;29;27;43;29
9/26/2022;84;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;27;55;84;26
9/27/2022;37;PM10;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;26;37;32;26
9/28/2022;31;Ozone;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;31;26;22;25
9/29/2022;53;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;32;42;53;30
9/30/2022;53;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;39;37;53;30
10/1/2022;56;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;8;44;31;56;33
10/2/2022;47;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;3;32;23;47;24
10/3/2022;48;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;7;37;43;48;36
10/4/2022;68;PM10;VILLAGE HALL;17-031-1016;AQS;11;46;68;62;55
10/5/2022;96;PM2.5;VILLAGE HALL;17-031-1016;AQS;11;49;93;96;62
10/6/2022;55;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;48;55;55;43
10/7/2022;40;PM10;Portage- Hwy 12;18-127-0023;AQS;3;30;40;24;25
10/8/2022;43;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;33;41;43;37
10/9/2022;50;PM2.5;GRAVES ES;17-031-3301;AQS;8;39;46;50;39
10/10/2022;70;PM10;VILLAGE HALL;17-031-1016;AQS;7;44;70;67;52
10/11/2022;72;PM2.5;VILLAGE HALL;17-031-1016;AQS;6;40;27;72;32
10/12/2022;55;PM2.5;CITY HALL;17-043-4002;AQS;5;37;35;55;46
10/13/2022;53;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;29;36;53;27
10/14/2022;62;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;32;60;62;26
10/15/2022;37;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;20;29;37;20
10/16/2022;51;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;27;21;51;51
10/17/2022;54;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;7;24;20;54;15
10/18/2022;29;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;2;29;21;29;17
10/19/2022;33;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;2;29;28;33;31
10/20/2022;72;PM10;VILLAGE HALL;17-031-1016;AQS;5;36;72;66;48
10/21/2022;90;PM10;VILLAGE HALL;17-031-1016;AQS;5;50;90;59;39
10/22/2022;80;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;3;80;55;63;21
10/23/2022;59;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;54;52;59;13
10/24/2022;58;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;44;48;58;25
10/25/2022;55;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;33;32;55;33
10/26/2022;53;PM2.5;WASHINGTON HS;17-031-0022;AQS;6;27;22;53;30
10/27/2022;64;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;35;39;55;64
10/28/2022;57;PM2.5;CITY HALL;17-043-4002;AQS;7;34;36;57;44
10/29/2022;85;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;10;38;51;85;45
10/30/2022;89;PM2.5;CARY GROVE HS;17-111-0001;AQS;9;34;46;89;47
10/31/2022;80;PM2.5;CITY HALL;17-043-4002;AQS;6;34;37;80;37
11/1/2022;81;PM2.5;GRAVES ES;17-031-3301;AQS;6;43;69;81;58
11/2/2022;73;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;46;55;73;47
11/3/2022;58;PM2.5;CITY HALL;17-043-4002;AQS;5;43;56;58;30
11/4/2022;85;PM2.5;WASHINGTON HS;17-031-0022;AQS;5;38;44;85;31
11/5/2022;46;PM2.5;CITY HALL;17-043-4002;AQS;5;33;21;46;12
11/6/2022;32;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;30;19;32;26
11/7/2022;46;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;31;29;46;30
11/8/2022;202;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;3;23;37;202;28
11/9/2022;142;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;5;33;59;142;39
11/10/2022;73;PM10;VILLAGE HALL;17-031-1016;AQS;5;41;73;60;30
11/11/2022;54;PM10;VILLAGE HALL;17-031-1016;AQS;3;19;54;46;21
11/12/2022;34;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;25;18;34;19
11/13/2022;70;PM2.5;MCKINLEY SCHOOL;17-089-0003;AQS;7;31;16;70;32
11/14/2022;66;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;32;51;66;44
11/15/2022;62;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;29;19;62;34
11/16/2022;59;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;5;26;14;59;30
11/17/2022;57;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;24;19;57;25
11/18/2022;43;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;24;23;43;19
11/19/2022;52;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;28;31;52;23
11/20/2022;38;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;27;17;38;17
11/21/2022;61;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;9;27;49;61;42
11/22/2022;76;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;10;31;70;76;58
11/23/2022;73;PM2.5;IEPA TRAILER;17-031-3103;AQS;9;31;57;73;48
11/24/2022;71;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;27;27;71;40
11/25/2022;63;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;6;28;21;63;33
11/26/2022;56;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;31;23;56;33
11/27/2022;57;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;33;14;57;30
11/28/2022;55;PM2.5;IEPA TRAILER;17-031-3103;AQS;7;27;24;55;44
11/29/2022;57;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;29;19;57;23
11/30/2022;45;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;24;22;45;18
12/1/2022;44;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;19;22;44;25
12/2/2022;40;PM10;VILLAGE HALL;17-031-1016;AQS;3;27;40;37;20
12/3/2022;44;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;25;16;44;23
12/4/2022;46;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;23;19;46;25
12/5/2022;61;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;17;43;61;24
12/6/2022;78;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;19;41;78;27
12/7/2022;91;PM2.5;East Chicago-Marina;18-089-0034;AQS;7;20;45;91;27
12/8/2022;69;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;5;31;18;69;30
12/9/2022;66;PM2.5;CITY HALL;17-043-4002;AQS;5;22;20;66;21
12/10/2022;69;PM2.5;IEPA TRAILER;17-031-3103;AQS;6;19;19;69;20
12/11/2022;53;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;15;11;53;21
12/12/2022;57;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;25;17;57;25
12/13/2022;63;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;25;22;63;21
12/14/2022;57;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;23;14;57;22
12/15/2022;47;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;19;18;47;24
12/16/2022;50;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;22;19;50;21
12/17/2022;51;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;24;18;51;12
12/18/2022;45;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;25;14;45;19
12/19/2022;64;PM2.5;VILLAGE HALL;17-031-1016;AQS;7;19;44;64;42
12/20/2022;69;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;21;44;69;24
12/21/2022;75;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;24;31;75;40
12/22/2022;74;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;7;24;28;74;23
12/23/2022;41;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;29;32;41;11
12/24/2022;32;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;30;25;32;15
12/25/2022;40;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;29;15;40;28
12/26/2022;55;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;26;17;55;44
12/27/2022;64;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;28;22;64;37
12/28/2022;61;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;35;20;61;22
12/29/2022;53;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;30;15;53;20
12/30/2022;61;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;19;19;61;25
12/31/2022;76;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;6;14;27;76;29
1/1/2023;77;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;7;15;26;77;21
1/2/2023;76;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;19;19;76;28
1/3/2023;60;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;19;31;60;25
1/4/2023;49;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;21;17;49;25
1/5/2023;59;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;20;19;59;29
1/6/2023;58;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;25;19;58;29
1/7/2023;61;PM2.5;CITY HALL;17-043-4002;AQS;5;33;16;61;30
1/8/2023;62;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;3;25;20;62;34
1/9/2023;79;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;20;37;79;28
1/10/2023;70;PM2.5;IEPA TRAILER;17-031-3103;AQS;6;21;51;70;39
1/11/2023;84;PM2.5;IEPA TRAILER;17-031-3103;AQS;6;19;47;84;39
1/12/2023;65;PM2.5;CITY HALL;17-043-4002;AQS;5;27;57;65;29
1/13/2023;35;Ozone;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;3;35;14;34;18
1/14/2023;55;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;30;17;55;20
1/15/2023;55;PM2.5;East Chicago-Marina;18-089-0034;AQS;2;24;16;55;20
1/16/2023;49;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;2;23;15;49;25
1/17/2023;56;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;19;19;56;16
1/18/2023;55;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;18;13;55;23
1/19/2023;37;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;19;12;37;26
1/20/2023;37;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;26;13;37;23
1/21/2023;52;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;5;28;15;52;18
1/22/2023;63;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;23;19;63;29
1/23/2023;58;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;26;22;58;23
1/24/2023;76;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;24;30;76;28
1/25/2023;65;PM2.5;IEPA TRAILER;17-031-3103;AQS;6;25;19;65;33
1/26/2023;60;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;26;23;60;26
1/27/2023;52;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;31;19;52;28
1/28/2023;57;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;31;18;57;33
1/29/2023;45;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;33;11;45;26
1/30/2023;56;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;31;27;56;28
1/31/2023;60;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;5;31;40;60;44
2/1/2023;57;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;33;37;57;42
2/2/2023;59;PM2.5;WASHINGTON HS;17-031-0022;AQS;3;40;51;59;52
2/3/2023;39;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;34;30;39;39
2/4/2023;51;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;5;31;22;51;33
2/5/2023;59;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;40;19;59;39
2/6/2023;76;NO2;COOK COUNTY TRAILER;17-031-4002;AQS;8;31;32;73;76
2/7/2023;57;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;29;20;57;36
2/8/2023;69;PM2.5;WASHINGTON HS;17-031-0022;AQS;6;23;31;69;50
2/9/2023;58;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;29;14;58;33
2/10/2023;56;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;33;24;56;32
2/11/2023;49;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;6;34;17;49;36
2/12/2023;44;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;38;15;44;38
2/13/2023;53;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;36;31;53;47
2/14/2023;55;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;36;32;55;44
2/15/2023;39;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;34;13;39;22
2/16/2023;36;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;33;9;36;19
2/17/2023;33;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;33;14;33;28
2/18/2023;37;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;32;22;37;22
2/19/2023;44;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;38;18;44;34
2/20/2023;62;PM2.5;IEPA TRAILER;17-031-3103;AQS;8;36;26;62;45
2/21/2023;53;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;8;31;34;53;34
2/22/2023;53;PM2.5;Hammond- 167th St;18-089-0036;AQS;5;26;13;53;21
2/23/2023;44;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;33;20;44;29
2/24/2023;46;PM2.5;CITY HALL;17-043-4002;AQS;2;35;23;46;26
2/25/2023;57;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;28;19;57;26
2/26/2023;66;PM2.5;WASHINGTON HS;17-031-0022;AQS;9;36;31;66;37
2/27/2023;65;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;9;35;34;65;30
2/28/2023;55;PM2.5;Hammond- 167th St;18-089-0036;AQS;8;38;32;55;40
3/1/2023;67;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;39;29;67;42
3/2/2023;51;PM2.5;CITY HALL;17-043-4002;AQS;5;41;24;51;24
3/3/2023;62;PM2.5;Hammond- 167th St;18-089-0036;AQS;5;39;15;62;22
3/4/2023;73;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;39;23;73;34
3/5/2023;63;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;47;19;63;37
3/6/2023;56;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;41;16;56;37
3/7/2023;42;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;2;42;23;41;21
3/8/2023;45;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;44;18;45;34
3/9/2023;45;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;41;14;45;23
3/10/2023;41;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;41;8;37;26
3/11/2023;46;PM2.5;CITY HALL;17-043-4002;AQS;2;44;10;46;18
3/12/2023;52;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;43;14;52;22
3/13/2023;42;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;5;42;15;38;30
3/14/2023;46;NO2;IEPA TRAILER;17-031-3103;AQS;5;44;16;41;46
3/15/2023;58;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;44;34;58;47
3/16/2023;62;PM2.5;GRAVES ES;17-031-3301;AQS;3;36;25;62;28
3/17/2023;37;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;3;37;13;32;22
3/18/2023;38;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;36;18;38;27
3/19/2023;41;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;3;41;22;38;25
3/20/2023;54;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;3;45;44;54;32
3/21/2023;65;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;42;33;65;33
3/22/2023;69;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;34;20;69;35
3/23/2023;64;PM2.5;CITY HALL;17-043-4002;AQS;6;45;14;64;28
3/24/2023;57;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;45;14;57;23
3/25/2023;47;Ozone;REGIONAL OFFICE BUILDING;17-031-4007;AQS;5;47;13;36;36
3/26/2023;54;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;49;16;54;44
3/27/2023;49;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;48;14;49;45
3/28/2023;82;NO2;IEPA TRAILER;17-031-3103;AQS;8;48;40;58;82
3/29/2023;55;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;48;30;55;40
3/30/2023;57;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;47;33;57;45
3/31/2023;58;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;44;28;58;37
4/1/2023;44;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;44;13;39;32
4/2/2023;46;NO2;IEPA TRAILER;17-031-3103;AQS;6;45;10;42;46
4/3/2023;54;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;7;45;28;54;44
4/4/2023;61;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;44;20;61;30
4/5/2023;49;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;39;19;49;22
4/6/2023;46;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;2;46;18;38;37
4/7/2023;51;PM2.5;CITY HALL;17-043-4002;AQS;2;48;21;51;42
4/8/2023;61;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;17;51;28;61;49
4/9/2023;65;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;18;61;35;65;48
4/10/2023;84;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;5;84;49;59;52
4/11/2023;61;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;61;58;59;44
4/12/2023;77;PM10;WASHINGTON HS;17-031-0022;AQS;3;64;77;65;30
4/13/2023;80;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;80;52;62;43
4/14/2023;143;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;13;143;59;75;57
4/15/2023;64;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;13;64;47;61;40
4/16/2023;37;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;2;35;9;37;10
4/17/2023;60;PM10;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;44;60;54;25
4/18/2023;63;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;49;61;63;47
4/19/2023;61;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;7;54;42;61;44
4/20/2023;54;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;47;41;54;42
4/21/2023;43;Ozone;COOK COUNTY TRAILER;17-031-4002;AQS;3;43;23;39;29
4/22/2023;46;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;5;39;12;46;24
4/23/2023;33;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;5;33;9;29;23
4/24/2023;55;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;47;29;55;42
4/25/2023;61;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;7;47;22;61;32
4/26/2023;58;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;41;20;41;58
4/27/2023;67;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;8;67;38;66;48
4/28/2023;70;PM2.5;Hammond- 167th St;18-089-0036;AQS;9;64;41;70;50
4/29/2023;57;PM2.5;East Chicago-Marina;18-089-0034;AQS;9;38;31;57;52
4/30/2023;31;Ozone;VALPARAISO;18-127-0026;AQS;3;31;16;29;19
5/1/2023;68;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;33;59;68;27
5/2/2023;39;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;3;39;19;22;27
5/3/2023;46;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;39;18;46;36
5/4/2023;54;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;6;50;50;54;39
5/5/2023;84;Ozone;CAMP LOGAN TRAILER;17-097-1007;AQS;5;84;47;43;30
5/6/2023;55;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;5;54;27;55;25
5/7/2023;67;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;5;67;25;63;19
5/8/2023;61;PM2.5;Hammond- 167th St;18-089-0036;AQS;5;42;34;61;31
5/9/2023;66;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;5;46;44;66;34
5/10/2023;93;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;16;93;50;58;45
5/11/2023;119;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;16;119;48;68;49
5/12/2023;87;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;8;87;50;77;49
5/13/2023;87;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;87;35;82;14
5/14/2023;60;PM2.5;Hammond- 167th St;18-089-0036;AQS;5;42;19;60;15
5/15/2023;55;PM2.5;Hammond- 167th St;18-089-0036;AQS;5;51;28;55;49
5/16/2023;77;Ozone;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;7;77;42;59;52
5/17/2023;61;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;5;42;31;61;12
5/18/2023;71;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;5;71;36;56;45
5/19/2023;85;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;6;51;49;85;36
5/20/2023;56;PM2.5;Hammond- 167th St;18-089-0036;AQS;8;48;19;56;44
5/21/2023;80;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;10;80;26;58;47
5/22/2023;115;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;11;115;45;60;51
5/23/2023;140;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;11;140;51;67;67
5/24/2023;108;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;13;108;54;68;51
5/25/2023;45;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;5;45;37;44;26
5/26/2023;64;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;7;64;47;55;36
5/27/2023;90;Ozone;KENOSHA - WATER TOWER;55-059-0025;AQS;6;90;31;75;36
5/28/2023;100;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;6;100;37;58;31
5/29/2023;126;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;8;126;44;63;37
5/30/2023;133;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;10;133;84;83;57
5/31/2023;105;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;11;105;48;57;44
6/1/2023;129;Ozone;CARY GROVE HS;17-111-0001;AQS;6;129;45;63;49
6/2/2023;154;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;7;154;46;114;37
6/3/2023;136;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;9;136;47;67;17
6/4/2023;101;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;80;44;101;14
6/5/2023;100;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;6;100;65;87;53
6/6/2023;94;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;77;51;94;54
6/7/2023;80;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;3;80;50;78;15
6/8/2023;91;PM2.5;Hammond- 167th St;18-089-0036;AQS;3;80;51;91;31
6/9/2023;84;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;5;84;46;78;44
6/10/2023;151;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;8;151;49;68;42
6/11/2023;54;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;8;37;27;54;14
6/12/2023;48;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;42;19;48;26
6/13/2023;58;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;41;23;58;33
6/14/2023;77;PM2.5;CITY HALL;17-043-4002;AQS;7;50;23;77;41
6/15/2023;87;PM2.5;CITY HALL;17-043-4002;AQS;7;50;50;87;36
6/16/2023;64;PM2.5;CITY HALL;17-043-4002;AQS;3;40;18;64;14
6/17/2023;119;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;10;119;65;98;28
6/18/2023;143;Ozone;REGIONAL OFFICE BUILDING;17-031-4007;AQS;11;143;39;98;30
6/19/2023;136;Ozone;VILLAGE GARAGE;17-031-0001;AQS;9;136;44;85;42
6/20/2023;115;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;3;115;50;83;29
6/21/2023;133;Ozone;VILLAGE GARAGE;17-031-0001;AQS;7;133;40;82;37
6/22/2023;105;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;6;105;51;84;34
6/23/2023;140;Ozone;COM ED TRAINING CENTER;17-197-1011;AQS;5;140;67;94;31
6/24/2023;151;Ozone;MORTON ARBORETUM;17-043-6001;AQS;7;151;54;79;45
6/25/2023;64;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;64;25;55;18
6/26/2023;107;PM2.5;Hammond- 167th St;18-089-0036;AQS;10;40;47;107;29
6/27/2023;234;PM2.5;CITY HALL;17-043-4002;AQS;11;133;92;234;52
6/28/2023;246;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;11;161;101;246;47
6/29/2023;168;PM2.5;CARY GROVE HS;17-111-0001;AQS;11;147;67;168;40
6/30/2023;101;Ozone;COOK COUNTY TRAILER;17-031-4002;AQS;7;101;55;100;40
7/1/2023;101;Ozone;COOK COUNTY TRAILER;17-031-4002;AQS;8;101;31;78;42
