Date;Overall AQI Value;Main Pollutant;Site Name (of Overall AQI);Site ID (of Overall AQI);Source (of Overall AQI);CO;Ozone;PM10;PM25;NO2
7/2/2023;97;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;97;14;68;22
7/3/2023;70;PM2.5;Hammond- 167th St;18-089-0036;AQS;11;61;30;70;35
7/4/2023;136;Ozone;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;13;136;45;111;40
7/5/2023;105;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;105;52;83;43
7/6/2023;57;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;46;23;57;28
7/7/2023;93;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;5;93;31;58;25
7/8/2023;52;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;50;21;52;33
7/9/2023;105;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;105;25;56;38
7/10/2023;74;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;74;48;51;31
7/11/2023;55;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;49;36;55;26
7/12/2023;44;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;39;17;44;35
7/13/2023;67;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;6;67;17;54;40
7/14/2023;61;Ozone;VILLAGE GARAGE;17-031-0001;AQS;6;61;23;47;29
7/15/2023;77;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;58;27;77;37
7/16/2023;153;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;7;64;52;153;26
7/17/2023;88;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;7;44;48;88;39
7/18/2023;58;Ozone;MORTON ARBORETUM;17-043-6001;AQS;6;58;27;52;34
7/19/2023;80;Ozone;MORTON ARBORETUM;17-043-6001;AQS;8;80;44;53;39
7/20/2023;68;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;54;43;68;38
7/21/2023;52;PM10;Portage- Hwy 12;18-127-0023;AQS;5;48;52;51;31
7/22/2023;61;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;7;61;41;60;37
7/23/2023;115;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;6;115;31;64;46
7/24/2023;116;PM2.5;IEPA TRAILER;17-031-3103;AQS;7;105;53;116;55
7/25/2023;192;Ozone;KENOSHA - WATER TOWER;55-059-0025;AQS;9;192;79;151;57
7/26/2023;74;PM2.5;East Chicago-Marina;18-089-0034;AQS;7;64;45;74;35
7/27/2023;174;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;8;174;46;69;46
7/28/2023;105;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;8;105;59;60;42
7/29/2023;46;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;3;46;23;39;29
7/30/2023;51;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;6;36;21;51;31
7/31/2023;56;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;51;31;56;42
8/1/2023;93;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;93;50;56;42
8/2/2023;108;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;108;52;60;35
8/3/2023;166;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;166;55;72;37
8/4/2023;78;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;5;77;60;78;35
8/5/2023;72;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;61;27;72;25
8/6/2023;62;PM2.5;CARY GROVE HS;17-111-0001;AQS;3;47;18;62;9
8/7/2023;68;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;3;44;19;68;37
8/8/2023;67;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;7;51;38;67;36
8/9/2023;70;PM2.5;IEPA TRAILER;17-031-3103;AQS;7;44;52;70;32
8/10/2023;97;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;97;37;70;30
8/11/2023;56;PM10;WASHINGTON HS;17-031-0022;AQS;5;51;56;55;35
8/12/2023;45;Ozone;VILLAGE GARAGE;17-031-0001;AQS;5;45;25;35;25
8/13/2023;39;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;5;36;19;39;25
8/14/2023;43;Ozone;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;5;43;20;38;29
8/15/2023;62;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;6;34;30;62;33
8/16/2023;62;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;51;52;62;33
8/17/2023;59;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;38;28;59;26
8/18/2023;80;PM2.5;IEPA TRAILER;17-031-3103;AQS;6;50;35;80;36
8/19/2023;72;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;54;38;72;27
8/20/2023;115;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;7;115;38;68;27
8/21/2023;85;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;5;49;43;85;17
8/22/2023;112;Ozone;CARY GROVE HS;17-111-0001;AQS;5;112;50;79;37
8/23/2023;75;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;6;49;51;75;30
8/24/2023;73;PM2.5;IEPA TRAILER;17-031-3103;AQS;6;71;53;73;33
8/25/2023;52;PM2.5;CITY HALL;17-043-4002;AQS;5;40;24;52;17
8/26/2023;58;PM10;Portage- Hwy 12;18-127-0023;AQS;5;42;58;44;24
8/27/2023;44;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;41;16;44;18
8/28/2023;74;Ozone;MORTON ARBORETUM;17-043-6001;AQS;6;74;48;67;44
8/29/2023;63;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;6;45;56;63;35
8/30/2023;103;PM10;Portage- Hwy 12;18-127-0023;AQS;3;38;103;34;17
8/31/2023;50;Ozone;COOK COUNTY TRAILER;17-031-1601;AQS;3;50;41;43;41
9/1/2023;77;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;77;46;53;36
9/2/2023;87;Ozone;WATER PLANT;17-031-7002;AQS;6;87;37;51;29
9/3/2023;64;PM2.5;MCKINLEY SCHOOL;17-089-0003;AQS;6;64;49;64;19
9/4/2023;52;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;49;32;52;17
9/5/2023;58;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;58;44;42;25
9/6/2023;66;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;6;42;47;66;27
9/7/2023;31;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;6;24;23;31;19
9/8/2023;44;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;34;37;44;16
9/9/2023;57;PM2.5;CITY HALL;17-043-4002;AQS;6;44;28;57;28
9/10/2023;80;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;10;80;32;65;42
9/11/2023;56;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;6;40;23;56;36
9/12/2023;51;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;33;25;51;28
9/13/2023;47;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;41;26;47;32
9/14/2023;49;PM2.5;Kingery Near Road #1;17-031-0119;AQS;7;44;25;49;39
9/15/2023;84;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;7;84;51;61;46
9/16/2023;60;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;7;46;38;60;45
9/17/2023;54;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;8;44;20;54;35
9/18/2023;51;PM2.5;East Chicago- Franklin School/ Washington School (Ben. Franklin);18-089-0006;AQS;5;32;20;51;27
9/19/2023;55;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;31;31;55;32
9/20/2023;74;Ozone;WATER PLANT;17-031-7002;AQS;7;74;53;65;50
9/21/2023;73;PM2.5;VILLAGE HALL;17-031-1016;AQS;7;46;54;73;49
9/22/2023;74;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;74;39;64;52
9/23/2023;64;Ozone;LARSEN JUNIOR HIGH;17-089-0005;AQS;6;64;26;61;30
9/24/2023;56;PM2.5;Kingery Near Road #1;17-031-0119;AQS;6;47;25;56;34
9/25/2023;53;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;6;43;29;53;31
9/26/2023;52;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;3;37;13;52;32
9/27/2023;54;PM2.5;CITY HALL;17-043-4002;AQS;3;23;23;54;21
9/28/2023;41;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;31;18;41;25
9/29/2023;62;PM2.5;IEPA TRAILER;17-031-3103;AQS;7;42;34;62;30
9/30/2023;61;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;13;61;33;59;45
10/1/2023;84;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;11;84;27;57;43
10/2/2023;93;Ozone;WATER PLANT;17-031-7002;AQS;9;93;58;63;50
10/3/2023;101;Ozone;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;8;101;56;58;46
10/4/2023;71;PM2.5;REGIONAL OFFICE BUILDING;17-031-4007;AQS;5;50;65;71;31
10/5/2023;66;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;34;40;66;32
10/6/2023;37;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;3;25;27;37;25
10/7/2023;56;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;31;49;56;31
10/8/2023;43;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;27;16;43;25
10/9/2023;46;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;34;32;46;36
10/10/2023;44;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;34;38;44;33
10/11/2023;57;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;8;44;54;57;36
10/12/2023;70;PM2.5;MCKINLEY SCHOOL;17-089-0003;AQS;8;39;21;70;31
10/13/2023;52;PM2.5;CITY HALL;17-043-4002;AQS;7;26;25;52;25
10/14/2023;29;PM2.5;Hammond- 167th St;18-089-0036;AQS;7;29;10;29;16
10/15/2023;32;Ozone;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;32;10;24;20
10/16/2023;39;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;7;32;17;39;27
10/17/2023;60;PM10;VILLAGE HALL;17-031-1016;AQS;9;33;60;58;43
10/18/2023;59;PM2.5;East Chicago-Marina;18-089-0034;AQS;9;37;46;59;35
10/19/2023;64;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;22;34;64;28
10/20/2023;49;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;7;28;19;49;48
10/21/2023;55;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;7;30;28;55;28
10/22/2023;34;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;34;13;33;33
10/23/2023;43;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;33;36;43;42
10/24/2023;62;PM10;VILLAGE HALL;17-031-1016;AQS;5;43;62;60;29
10/25/2023;65;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;31;46;65;25
10/26/2023;57;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;6;29;45;57;25
10/27/2023;57;PM2.5;NORTHBROOK WATER PLANT;17-031-4201;AQS;5;23;31;57;23
10/28/2023;33;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;28;12;33;16
10/29/2023;44;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;29;12;44;22
10/30/2023;53;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;2;31;19;53;30
10/31/2023;53;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;29;27;53;29
11/1/2023;51;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;26;25;51;33
11/2/2023;54;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;31;53;54;30
11/3/2023;61;PM10;VILLAGE HALL;17-031-1016;AQS;6;35;61;56;43
11/4/2023;78;PM2.5;CARY GROVE HS;17-111-0001;AQS;9;34;34;78;41
11/5/2023;82;PM2.5;East Chicago-Marina;18-089-0034;AQS;11;37;35;82;35
11/6/2023;54;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;36;38;54;27
11/7/2023;42;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;30;22;42;24
11/8/2023;54;PM2.5;LIBERTY SCHOOL;17-031-6005;AQS;7;17;27;54;30
11/9/2023;46;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;32;33;46;35
11/10/2023;50;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;2;19;31;50;31
11/11/2023;60;PM2.5;CARY GROVE HS;17-111-0001;AQS;5;19;27;60;32
11/12/2023;53;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;31;22;53;23
11/13/2023;61;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;32;48;61;48
11/14/2023;70;PM10;VILLAGE HALL;17-031-1016;AQS;5;30;70;66;65
11/15/2023;70;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;6;36;66;70;56
11/16/2023;69;PM10;VILLAGE HALL;17-031-1016;AQS;8;39;69;66;51
11/17/2023;62;PM10;Portage- Hwy 12;18-127-0023;AQS;3;33;62;48;36
11/18/2023;58;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;30;52;58;39
11/19/2023;56;PM2.5;CITY HALL;17-043-4002;AQS;3;33;26;56;34
11/20/2023;51;PM2.5;CITY HALL;17-043-4002;AQS;1;31;31;51;24
11/21/2023;53;PM2.5;East Chicago-Marina;18-089-0034;AQS;2;24;17;53;27
11/22/2023;54;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;;23;21;54;24
11/23/2023;53;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;33;19;53;23
11/24/2023;37;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;36;21;37;28
11/25/2023;55;PM2.5;CITY HALL;17-043-4002;AQS;9;31;20;55;38
11/26/2023;62;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;9;25;21;62;34
11/27/2023;32;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;3;30;24;32;25
11/28/2023;48;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;;29;36;48;26
11/29/2023;62;PM2.5;WASHINGTON HS;17-031-0022;AQS;3;22;52;62;33
11/30/2023;63;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;31;52;63;35
12/1/2023;59;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;35;31;59;38
12/2/2023;51;PM2.5;CITY HALL;17-043-4002;AQS;3;31;25;51;24
12/3/2023;55;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;20;12;55;31
12/4/2023;53;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;30;18;53;32
12/5/2023;55;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;29;15;55;29
12/6/2023;61;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;23;32;61;30
12/7/2023;58;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;23;38;58;30
12/8/2023;56;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;29;46;56;27
12/9/2023;44;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;27;14;44;15
12/10/2023;41;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;27;8;41;17
12/11/2023;61;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;26;23;61;26
12/12/2023;51;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;25;19;51;31
12/13/2023;51;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;26;43;51;36
12/14/2023;63;PM2.5;VILLAGE HALL;17-031-1016;AQS;7;24;53;63;43
12/15/2023;68;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;24;59;68;41
12/16/2023;57;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;20;20;57;32
12/17/2023;54;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;23;17;54;19
12/18/2023;55;PM10;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;32;55;52;19
12/19/2023;125;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;5;20;21;125;33
12/20/2023;56;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;19;25;56;35
12/21/2023;69;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;13;33;69;36
12/22/2023;75;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;18;26;75;25
12/23/2023;71;PM2.5;IEPA TRAILER;17-031-3103;AQS;7;15;27;71;24
12/24/2023;68;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;22;21;68;18
12/25/2023;52;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;5;31;14;52;22
12/26/2023;34;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;7;17;12;34;32
12/27/2023;53;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;9;32;19;53;41
12/28/2023;39;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;23;9;39;21
12/29/2023;38;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;24;9;38;25
12/30/2023;61;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;17;18;61;25
12/31/2023;52;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;22;10;52;17
1/1/2024;46;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;27;7;46;12
1/2/2024;55;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;21;20;55;21
1/3/2024;57;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;29;19;57;25
1/4/2024;51;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;34;17;51;36
1/5/2024;63;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;6;23;19;63;32
1/6/2024;81;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;14;30;81;25
1/7/2024;76;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;21;27;76;21
1/8/2024;61;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;19;16;61;21
1/9/2024;52;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;25;16;52;33
1/10/2024;56;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;26;28;56;27
1/11/2024;64;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;24;24;64;36
1/12/2024;57;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;26;19;57;36
1/13/2024;41;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;28;13;41;22
1/14/2024;52;PM2.5;Kingery Near Road #1;17-031-0119;AQS;3;25;17;52;18
1/15/2024;57;PM2.5;IEPA TRAILER;17-031-3103;AQS;5;27;31;57;28
1/16/2024;42;PM2.5;Kingery Near Road #1;17-031-0119;AQS;5;32;23;42;25
1/17/2024;42;PM2.5;IEPA TRAILER;17-031-3103;AQS;3;30;31;42;33
1/18/2024;66;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;28;24;66;41
1/19/2024;69;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;27;47;69;38
1/20/2024;52;PM2.5;Ogden Dunes- Water Treatment Plant;18-127-0024;AQS;5;31;30;52;38
1/21/2024;55;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;5;30;28;55;45
1/22/2024;53;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;27;13;53;29
1/23/2024;67;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;25;20;67;42
1/24/2024;66;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;14;20;66;38
1/25/2024;61;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;5;19;24;61;25
1/26/2024;47;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;19;10;47;27
1/27/2024;52;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;22;10;52;24
1/28/2024;51;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;26;6;51;16
1/29/2024;59;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;21;19;59;24
1/30/2024;60;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;5;19;20;60;50
1/31/2024;55;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;24;22;55;42
2/1/2024;59;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;21;21;59;27
2/2/2024;47;PM2.5;Hammond- 167th St;18-089-0036;AQS;5;20;19;47;25
2/3/2024;66;PM2.5;VILLAGE HALL;17-031-1016;AQS;6;15;24;66;27
2/4/2024;74;PM2.5;Hammond- 167th St;18-089-0036;AQS;6;27;22;74;35
2/5/2024;56;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;2;31;17;56;35
2/6/2024;75;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;7;19;31;75;33
2/7/2024;79;PM2.5;VILLAGE HALL;17-031-1016;AQS;6;19;42;79;31
2/8/2024;54;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;3;37;30;54;25
2/9/2024;30;PM2.5;WASHINGTON HS;17-031-0022;AQS;5;22;21;30;24
2/10/2024;47;PM2.5;SPRINGFIELD PUMP STATION;17-031-0057;AQS;8;21;16;47;32
2/11/2024;54;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;14;24;16;54;31
2/12/2024;68;PM2.5;East Chicago-Marina;18-089-0034;AQS;8;24;42;68;38
2/13/2024;56;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;6;32;20;56;41
2/14/2024;63;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;7;32;36;59;63
2/15/2024;47;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;35;31;47;30
2/16/2024;39;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;31;20;39;33
2/17/2024;31;Ozone;NORTHBROOK WATER PLANT;17-031-4201;AQS;3;31;22;29;18
2/18/2024;45;NO2;IEPA TRAILER;17-031-3103;AQS;6;31;16;37;45
2/19/2024;64;NO2;IEPA TRAILER;17-031-3103;AQS;6;31;32;60;64
2/20/2024;73;PM2.5;VILLAGE HALL;17-031-1016;AQS;5;40;41;73;45
2/21/2024;77;PM2.5;VILLAGE HALL;17-031-1016;AQS;6;44;56;77;48
2/22/2024;91;PM2.5;East Chicago-Marina;18-089-0034;AQS;7;40;38;91;49
2/23/2024;58;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;7;43;24;58;30
2/24/2024;44;PM2.5;PERSHING SCHOOL;17-197-1002;AQS;3;43;12;44;34
2/25/2024;57;PM2.5;CITY HALL;17-043-4002;AQS;5;36;23;57;48
2/26/2024;64;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;44;36;64;41
2/27/2024;67;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;37;33;67;38
2/28/2024;67;PM10;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;33;67;54;22
2/29/2024;33;Ozone;VILLAGE GARAGE;17-031-0001;AirNow;3;33;27;32;33
3/1/2024;166;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;3;116;56;166;91
3/2/2024;73;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;40;29;73;25
3/3/2024;59;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;44;30;59;11
3/4/2024;55;PM2.5;MAYFAIR PUMP STATION;17-031-0052;AQS;3;40;22;55;24
3/5/2024;41;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;3;41;13;39;13
3/6/2024;52;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;38;19;52;20
3/7/2024;58;PM2.5;Gary- Burr St./ pumping station near truck stop;18-089-0026;AQS;5;31;22;58;34
3/8/2024;52;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;30;15;52;24
3/9/2024;36;PM2.5;COM ED MAINTENANCE BLDG;17-031-0076;AQS;2;35;13;36;25
3/10/2024;45;NO2;COOK COUNTY TRAILER;17-031-4002;AQS;5;40;12;33;45
3/11/2024;53;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;6;44;33;48;53
3/12/2024;54;PM2.5;East Chicago-Marina;18-089-0034;AQS;5;47;35;54;27
3/13/2024;77;PM2.5;Gary- Madison St./ Gary Water/ IN American Water Co.;18-089-0031;AQS;7;47;69;77;42
3/14/2024;52;PM2.5;East Chicago-Marina;18-089-0034;AQS;6;39;20;52;42
3/15/2024;54;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;37;15;54;37
3/16/2024;38;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;5;35;34;38;31
3/17/2024;35;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;2;35;30;34;22
3/18/2024;51;PM10;Portage- Hwy 12;18-127-0023;AQS;2;33;51;36;27
3/19/2024;58;PM2.5;Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker;18-089-0022;AQS;2;36;49;58;44
3/20/2024;61;PM10;Portage- Hwy 12;18-127-0023;AQS;2;41;61;34;36
3/21/2024;52;NO2;COM ED MAINTENANCE BLDG;17-031-0076;AQS;5;39;23;51;52
3/22/2024;56;PM2.5;East Chicago-Marina;18-089-0034;AQS;3;40;25;56;24
3/23/2024;45;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;2;45;13;39;13
3/24/2024;44;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;2;44;17;38;17
3/25/2024;51;PM2.5;VILLAGE HALL;17-031-1016;AQS;3;44;27;51;29
3/26/2024;43;Ozone;SOUTH WATER FILTRATION PLANT;17-031-0032;AQS;3;43;11;32;19
3/27/2024;38;PM2.5;VILLAGE GARAGE;17-031-0001;AQS;3;37;22;38;29
3/28/2024;54;PM2.5;WASHINGTON HS;17-031-0022;AQS;3;43;33;54;44
3/29/2024;61;PM2.5;COM ED TRAINING CENTER;17-197-1011;AQS;5;46;31;61;48
3/30/2024;63;PM2.5;CHIWAUKEE PRAIRIE STATELINE;55-059-0019;AQS;3;44;22;63;34
